Student_ID,Age,Gender,Ethnicity,Socioeconomic_Status,Parental_Education_Level,Disability_Status,GPA,Past_Academic_Performance,Current_Semester_Performance,Courses_Failed,Credits_Completed,Study_Hours_per_Week,Attendance_Rate,Number_of_Late_Submissions,Class_Participation_Score,Online_Learning_Hours,Library_Usage_Hours,Disciplinary_Actions,Social_Engagement_Score,Mental_Health_Score,Extracurricular_Activities,Dropout_Risk
752,26,Male,Hispanic,High,Bachelor’s,0,3.87,Below Average,54,2,75,25,75.41735874536715,6,4.022728138904617,0.9811770749252902,13.84501259084825,2,7.243840683290519,1.878377858638666,2,0
753,18,Male,Hispanic,High,Bachelor’s,0,2.15,Below Average,72,4,14,20,70.52583201812753,7,7.646625552292448,2.1705558111577683,4.887531592562181,0,1.649466607581882,7.551121448013335,3,0
754,22,Male,Hispanic,Medium,Bachelor’s,0,2.34,Average,94,3,91,20,93.30643761461582,3,2.4393256381021624,10.493826828385393,11.727602867594817,0,5.242340378832885,9.720466394568398,0,0
755,21,Male,Other,Medium,High School,0,2.51,Average,64,4,12,39,87.12102559356991,7,8.388460158375377,15.168170601825658,3.6928103619187946,1,2.6920991911439804,6.1262466200478345,3,0
756,29,Female,White,Medium,High School,0,1.63,Average,55,4,100,21,97.44878324824505,5,3.758828536649965,6.693145742490023,10.046533535844018,0,8.291957791369153,3.116519826055179,3,0
757,20,Female,Hispanic,Low,High School,1,2.74,Average,82,2,90,13,97.00609466552663,4,5.32169960856181,7.582478214104434,4.855743207341508,0,0.06592405338939011,8.58885752372856,0,0
758,23,Male,Black,Medium,Bachelor’s,0,1.81,Below Average,68,2,89,39,69.11630822801202,6,9.419604875628734,18.68292830092225,7.637386938144882,2,2.2311495853866683,8.677930374370234,0,0
759,19,Male,Black,Low,Bachelor’s,0,2.5,Below Average,62,0,79,33,72.34931450707089,5,6.8125563018687485,4.260261680651521,10.107212186455211,1,6.05240757572182,7.595073751279549,0,0
760,20,Female,White,Medium,High School,0,2.38,Average,78,1,16,22,62.79924768953892,2,6.456041128446274,2.0749884915070327,8.83323757804441,1,0.9671050197384257,6.536189663320158,4,0
761,22,Male,Asian,Low,Bachelor’s,0,3.43,Below Average,55,3,59,16,83.03239445692839,4,7.116077276050291,6.868202276000359,8.644208899255414,0,4.6631221594598955,8.810132092765516,3,0
762,26,Male,Asian,Low,Master’s,0,3.51,Average,64,2,23,23,68.22709850444433,8,9.181113387605613,14.918442389845474,0.9852125348642593,2,4.362072964823697,2.4696251379780314,0,0
763,19,Other,Asian,Low,High School,0,1.88,Average,65,3,47,26,89.30503233038355,6,2.4851370922151084,12.521545821122636,3.7361524825738774,1,8.525230068217637,9.384401137096402,0,0
764,27,Female,Black,Low,Bachelor’s,0,2.42,Average,73,4,113,19,56.077538036545526,3,6.132412057993384,8.315908787391384,8.577589347848125,1,6.253971931668133,9.524828342895114,1,0
765,25,Male,Asian,Medium,Bachelor’s,0,2.43,Above Average,72,1,88,5,55.820142558287294,6,4.003938543836522,19.29505065663661,0.27475810823587576,0,6.397020621591026,8.847931365974201,4,0
766,19,Female,Other,Medium,High School,0,1.88,Above Average,97,0,56,6,60.222769070969846,4,0.11855293210243922,14.699928765891466,3.7596638267396947,1,9.518076017891659,3.255958312403204,3,0
767,28,Male,Hispanic,Medium,High School,0,3.5,Above Average,59,3,42,12,54.214609421870676,1,1.253008964061092,1.2372284876658757,3.437778591467951,2,9.823603753233751,8.723605476795662,2,0
768,22,Female,Black,Low,Bachelor’s,0,3.27,Below Average,90,1,52,26,81.00158038391174,5,3.249918952635884,14.892628877080966,3.747841652412516,2,6.533947321528386,5.478743906539226,4,0
769,24,Male,White,Low,Master’s,0,1.98,Below Average,90,0,100,29,57.36763830083693,6,5.649999711819157,0.480771118117167,8.034142493499806,1,5.220014501520542,6.354372136607427,4,0
770,25,Male,White,Low,Master’s,0,2.42,Average,98,3,38,6,57.99814587338271,7,8.814747766962716,13.00646646234811,8.729405310287886,2,6.079200584648799,8.565405602537307,1,0
771,18,Male,Hispanic,Low,Bachelor’s,0,1.76,Above Average,66,1,66,13,50.7114111864583,5,7.911141182014395,4.209656725853175,13.634969915592169,2,3.8244370505416034,1.2662456009071377,3,0
772,23,Female,Black,High,Bachelor’s,0,3.07,Above Average,98,2,110,13,89.1045007311805,7,5.533336724227704,13.928844180751154,5.790465735393288,0,9.874566169600774,4.266483329580812,3,0
773,18,Female,Asian,Low,High School,0,1.8,Above Average,93,3,14,17,90.61480277117406,6,0.7387041790746762,6.195591332955923,13.89868375714689,1,7.050212594968588,8.341240395200192,0,0
774,19,Male,Asian,Medium,Bachelor’s,0,3.96,Below Average,94,1,102,10,58.101120818221986,1,2.859062903949786,17.460126159111297,9.779315174762553,1,2.9100679437916463,8.325593054215506,0,0
775,18,Male,Other,Low,Bachelor’s,0,3.45,Above Average,79,0,105,34,86.97622171336123,5,3.667086478922439,6.73827673182921,13.689905938508335,0,0.5776629897206842,8.638191341946396,4,0
776,28,Female,Other,Low,High School,0,2.48,Average,93,1,69,19,71.67725615786799,8,6.217171852038426,12.393917108085938,12.502081525200726,0,0.4472192915196782,2.5229431012554215,1,0
777,22,Male,Asian,Medium,Bachelor’s,0,2.95,Below Average,95,2,79,19,61.97974414826957,5,0.6492362297984111,5.718551193079766,10.313736651115311,0,2.049129805265392,7.35297956405164,3,0
778,27,Male,White,Medium,Bachelor’s,0,3.78,Average,59,3,11,11,81.06923040369145,3,5.301935545004733,18.344430902843566,5.341588492784392,0,2.329130542531116,2.318530064548767,1,0
779,26,Other,White,Low,High School,0,2.89,Below Average,68,3,79,15,58.92420371735424,6,9.014645761447072,15.619919620563447,3.6166567152782774,2,4.150454939539002,8.065882080559227,2,0
780,23,Male,Other,Low,Master’s,0,1.94,Average,78,3,119,6,87.84418038265177,2,7.054326956974029,4.866057526892062,3.3358715326804833,2,2.1484601163625383,3.2061340400905673,3,0
781,28,Female,Hispanic,Medium,High School,0,2.45,Average,51,2,52,14,52.38076137852759,4,7.9707680656275635,18.975934251173193,14.28260756184422,0,6.309104308617446,7.640359548282514,0,0
782,28,Other,Asian,Low,High School,0,3.61,Average,85,0,13,21,97.95654664639572,0,6.816756483590734,7.143151791524565,14.378607646940372,1,2.1125473081058175,5.095014566751752,4,0
783,18,Male,Other,Low,High School,0,3.11,Average,68,3,65,11,53.59376268543122,9,2.0658911217259224,13.03729895334375,10.872470602864635,1,1.8787653894114598,9.876371180974951,1,0
784,18,Male,Other,High,Bachelor’s,0,3.13,Above Average,56,0,102,8,78.97242096243448,2,1.1048382006601865,14.857064622287927,13.256939761147159,1,4.7123699280036995,6.2190444767435284,0,0
785,19,Male,Asian,Medium,Bachelor’s,0,3.67,Average,75,1,68,39,95.10971450611893,7,8.294906730049089,0.45804322929824615,13.784942446185907,0,8.886685993238189,6.693214277982575,4,0
786,26,Female,Asian,Medium,High School,0,3.73,Average,64,0,98,35,50.595223442392516,8,6.955044360155283,19.179346923144923,7.673342947789682,2,4.683054873786342,4.313471624661586,0,0
787,20,Female,White,Medium,Bachelor’s,1,3.8,Above Average,96,0,18,29,74.92572304945286,8,5.750615588163682,6.888826121747298,9.435895359377582,2,4.138487445721671,7.610681420626897,3,0
788,18,Female,Hispanic,Medium,High School,0,1.74,Above Average,87,3,12,17,67.50034821553399,9,1.8928286496824598,3.7955778686244845,6.281317468803219,2,5.780949074597088,5.453970769943515,1,0
789,22,Male,Hispanic,Medium,Bachelor’s,0,2.86,Below Average,52,4,99,22,79.01660951289546,1,6.033449653117534,17.014155834569962,6.277361464278947,2,2.5721367875162846,1.1625997158627772,2,0
790,24,Female,Asian,Medium,Bachelor’s,1,3.35,Average,87,4,57,25,61.272869336882934,3,0.3132178522215978,14.057985656468288,0.5764337796692193,1,3.534365544904344,6.477234380880806,0,0
791,23,Female,Black,Medium,Bachelor’s,0,3.39,Below Average,65,2,52,5,53.244960861586236,4,1.1883913439395943,1.7348654524670515,6.5073219072720825,1,2.1383525566713057,8.474136313864253,1,0
792,29,Female,Other,Low,Master’s,0,3.02,Below Average,51,2,100,12,81.29665184243535,2,3.118901498044245,2.340891627535391,10.10234717269775,2,5.718099946076837,3.131215930544056,3,0
793,18,Female,Other,Medium,High School,0,1.92,Average,80,4,109,25,70.84246197467013,0,4.437382774111644,14.30383741307298,6.329732491598567,0,6.973875615692153,2.9895737957666615,0,0
794,22,Female,Asian,Medium,High School,0,3.49,Above Average,77,1,105,25,81.12427693531149,5,1.2056449582200035,1.4956651191816794,13.086145153154348,2,6.736986409905718,6.4799756480734345,3,0
795,22,Female,Black,High,Bachelor’s,0,3.3,Below Average,56,3,10,31,60.52695734189214,9,1.199401838575358,18.3435087024813,4.988444286105272,2,2.5481781796476177,8.361813487829446,2,0
796,23,Female,White,Medium,PhD,0,1.72,Above Average,79,3,66,23,66.9370631476741,1,7.258936605836355,14.830802738952665,1.9902306984127422,0,7.79648205747967,3.2465830405921827,2,1
797,20,Male,Asian,Medium,High School,0,2.66,Above Average,92,1,62,27,78.08406946823052,8,5.697194065334856,6.709844119339776,12.17338036093589,2,2.559536652499302,9.390363861187351,4,0
798,22,Male,Asian,Low,High School,1,1.93,Above Average,56,1,25,39,79.65563891623637,0,5.33741980777665,7.258775584506765,10.10921877492888,1,1.5031155126776297,9.346486210133941,4,0
799,24,Female,Other,Medium,High School,0,2.34,Below Average,85,4,60,9,68.61574038871326,8,4.524344951175499,10.129921924082028,3.6272922348087273,0,3.4980874868719436,2.8048300471714,4,0
800,22,Male,Asian,Low,Bachelor’s,0,1.55,Above Average,78,2,84,12,64.00266028082783,6,9.76543106344564,7.219388272970804,8.046768840633495,0,5.977440891708829,3.374059708511341,3,0
801,22,Female,Asian,Medium,High School,0,2.5,Average,73,1,99,15,63.68503147442979,9,0.4980028289437677,15.669371028766314,6.027785078906886,2,1.42001818804398,7.305389298533453,4,0
802,22,Other,Asian,Low,Bachelor’s,0,2.87,Average,88,2,113,20,58.73496757104492,1,1.8062717616157742,19.494738882032316,14.082896646534866,1,6.480871121084562,9.565597981219835,1,0
803,27,Female,Other,Medium,PhD,0,3.05,Below Average,53,0,64,28,66.27024811647937,5,6.475077574012373,11.690430308763862,9.109981363809435,1,8.63067996253491,7.388944198986832,3,0
804,27,Male,White,Low,Bachelor’s,0,3.16,Below Average,78,3,10,25,59.972016850661,7,1.3636565385124133,8.920746553350579,2.3758389178048738,1,2.9314051025807055,5.0041004483848415,3,0
805,20,Male,White,Medium,High School,0,3.59,Average,93,4,99,27,81.69077031149723,1,5.893809380091738,4.455482805364344,7.532226789554778,2,4.502066161151195,2.521012117838528,4,0
806,18,Male,Asian,High,Bachelor’s,0,2.04,Average,54,3,37,12,78.45334991210449,4,5.6776122548108,13.068668384956004,12.938352487857761,2,2.2831042562517814,5.149088639556591,4,0
807,22,Female,Other,Low,High School,0,1.8,Below Average,78,4,62,11,69.129441183546,5,9.710051836396419,13.711537236307942,10.072450050486925,1,3.612617290703949,6.46091012773499,3,0
808,26,Female,White,Medium,Master’s,0,3.63,Below Average,79,0,67,6,66.29150099686973,2,8.833864870490224,13.703812140287274,12.636781141479844,2,0.21970570802507416,3.9785672706098527,2,0
809,18,Female,White,Medium,Bachelor’s,0,1.89,Average,78,3,82,34,61.88071000973213,1,9.455533437674525,0.5397007173698465,3.7559897079846043,1,9.537693962128271,5.592320390800808,2,0
810,20,Male,White,Low,High School,0,3.94,Below Average,75,0,69,17,76.77291544796707,5,1.1360236947397961,17.98244201320942,13.325270655713128,2,4.158902132121951,2.1719271549583534,4,0
811,21,Female,Other,Medium,Bachelor’s,1,3.61,Above Average,68,4,68,27,95.94513821728441,2,8.681484372541888,6.762131268583533,11.334169977362581,0,7.888701098180802,5.069692940613278,2,0
812,18,Female,Other,Low,Bachelor’s,0,2.75,Below Average,75,1,117,33,84.28515256944686,1,1.2909066172830597,14.883315249632181,10.93370633157118,0,1.4264343735650964,1.816982370365986,1,0
813,18,Male,Asian,Medium,Bachelor’s,0,3.95,Below Average,86,3,31,24,87.22073570177837,0,6.329321785439889,15.196138142006397,5.198116046452866,2,8.123550441003989,1.4417987495409155,1,0
814,25,Female,Hispanic,Medium,High School,0,1.74,Average,76,0,17,37,91.71889318282038,7,7.200781606780023,13.011099576244792,13.314870956407923,2,8.60147310962201,8.715159240393945,1,0
815,19,Male,White,Medium,Master’s,0,2.26,Average,79,3,58,33,67.58174866689244,0,1.6085349814928585,7.897330462885844,9.569690660898248,1,7.154771286876792,2.845734257314674,3,0
816,29,Male,Hispanic,Medium,Master’s,0,3.1,Average,79,3,51,19,53.14378910572438,4,6.326593759295397,12.167684336330511,12.777592152942038,0,9.032083249834054,6.1763979621514,3,0
817,25,Female,Other,Low,Bachelor’s,0,2.38,Average,52,3,36,27,81.12794016608221,5,0.5246049291199406,0.8039738251575312,5.4145718397940765,1,1.6719712946813636,2.3408448256899317,3,0
818,24,Male,Other,Low,PhD,0,3.82,Above Average,92,2,48,7,59.43361456140163,2,2.932660857428302,15.237915843758126,2.1847813659653474,2,4.7648182878862,3.362748138183622,3,0
819,27,Female,Other,Medium,High School,0,1.66,Average,56,0,92,33,78.4521824997833,6,9.211584939341167,1.9917729665667783,4.985057703304835,1,6.201095320161572,4.252054777925359,3,0
820,27,Female,Hispanic,Medium,Bachelor’s,0,2.87,Below Average,98,0,34,12,86.97551165785325,1,1.7173116290186918,7.935018515992034,6.828965210627738,1,5.961929706974873,2.293087927192932,4,0
821,19,Female,Other,High,Bachelor’s,0,2.98,Average,58,3,47,26,89.18191510739183,6,0.652699924503275,2.0723757532993314,8.001110627182387,2,8.610409345262982,1.4136606730999928,2,0
822,23,Male,Asian,High,Bachelor’s,0,3.13,Above Average,90,1,94,33,65.09195601237577,1,4.436781996554594,16.74148891638189,7.662138235673062,0,2.1569136797288566,8.8944382181621,4,0
823,23,Female,Other,High,Bachelor’s,0,2.14,Average,91,3,33,6,75.62166162846576,4,8.506182085272716,11.006047868719184,8.190818886548467,1,1.756438325388664,1.1064955229179492,2,0
824,20,Female,Black,Medium,High School,0,2.41,Below Average,62,2,33,5,81.04825481385961,6,0.7667238196828996,13.819102403385449,12.625586478344212,2,2.5337859485795144,1.5518888455156103,4,0
825,28,Female,Hispanic,Medium,High School,1,3.61,Average,64,4,69,24,90.97403608503109,2,3.555353652304085,13.65164339685226,2.5515186928225484,1,8.915500494128707,8.245649447452923,1,0
826,19,Male,Black,Medium,High School,0,1.99,Average,54,2,92,25,88.06943325524736,3,8.997748345593262,16.83212463317009,4.740769427533063,2,9.410270826575747,3.538075030957504,0,0
827,29,Male,Other,Medium,High School,1,3.57,Average,78,1,59,12,99.39876604886851,0,1.1815554994445432,2.6513880669026935,13.329127356531771,2,5.6963010426999725,7.505382710032276,3,0
828,18,Female,Asian,Low,Bachelor’s,0,2.91,Below Average,84,3,75,31,50.404233826500544,2,3.1066850591194664,13.194562808097682,8.406873068374955,2,5.013719345705198,2.316031742961224,0,0
829,23,Male,White,High,High School,0,3.41,Below Average,76,0,23,39,71.87447204315666,8,7.784206115357039,11.502681088073148,8.750848055543582,0,6.053856080126564,3.135535737370474,0,0
830,29,Female,Other,High,High School,0,3.28,Average,76,3,62,10,62.802224318806395,9,5.432109871388043,0.6179424514263077,7.1709381692092835,0,6.163076498466941,6.1549886493729415,1,0
831,22,Female,Asian,Medium,Bachelor’s,0,2.02,Below Average,57,1,41,23,55.99466935724367,4,8.32333140633583,4.028458176456051,8.234619524792086,2,1.703047049434958,9.897722546403552,0,0
832,28,Female,Hispanic,Low,Bachelor’s,0,2.92,Average,81,0,115,22,95.57576640835923,7,1.115953930487984,5.351430827564416,2.971195958401518,0,6.864108816231303,1.6610002314330086,0,0
833,26,Female,Black,Medium,Master’s,1,3.67,Average,69,2,105,5,99.89810330478431,1,9.205541713797228,1.451127508583323,8.203003491271923,1,4.5235110234842555,4.60499138183649,1,0
834,18,Female,Black,High,Bachelor’s,0,2.58,Below Average,59,4,101,29,59.02981039523618,2,9.349117945152088,7.0943961179760295,14.957596918666752,0,5.173819588480452,1.3877287300533232,2,0
835,24,Female,Black,High,High School,0,3.92,Above Average,62,4,57,31,51.92166964006818,6,1.5531302014670634,0.5440501743095139,8.490713593862765,0,0.30316604335155484,2.793037983903774,4,0
836,22,Female,Hispanic,Low,Master’s,0,2.63,Above Average,78,3,48,11,63.75272238402502,9,0.33875464406750044,11.06366984515459,0.6660369840904551,1,7.645566325310304,9.167239241546541,0,0
837,22,Female,Asian,Low,Bachelor’s,0,1.86,Average,84,2,49,33,91.74309590331978,3,9.898413819555689,4.230019211595746,11.946534665259897,1,8.354279612678818,1.868140934107927,3,0
838,19,Male,Hispanic,High,High School,0,2.47,Below Average,57,1,51,35,64.69450415996585,8,4.822515923024245,5.740062110183972,5.947131430850813,1,6.194215539345466,8.711703292380703,1,0
839,28,Male,Black,Medium,Bachelor’s,0,3.88,Below Average,78,4,113,23,52.84507402488108,6,5.720754040354313,18.209432523425683,2.3051422275234277,2,7.487236352966626,2.6002291429907314,0,0
840,20,Female,Other,Medium,Master’s,0,2.3,Average,80,2,86,10,52.624609197651495,0,6.159047336665763,10.056336982470508,12.93779709340037,1,5.227060031721019,8.756063618839335,2,0
841,24,Male,White,High,High School,0,3.67,Below Average,90,3,85,29,71.37114011847183,3,7.896684627805027,5.380278624888318,2.9695988330245138,1,6.183533789785556,5.842197668221076,2,0
842,23,Male,Hispanic,Low,High School,0,3.7,Above Average,79,0,17,35,96.59128615308099,9,8.119879690459179,11.969235164961326,13.811510847877999,1,3.945716984632386,8.903860068041592,3,0
843,29,Male,Hispanic,Medium,High School,0,2.38,Below Average,71,3,88,13,64.29602208198159,5,1.9392522431977388,4.033428697349912,6.626947356639082,2,7.918742650625125,2.365332801863684,0,0
844,19,Female,Asian,Low,High School,0,1.71,Average,70,3,35,24,71.3578840350522,5,2.3663674063352658,1.4879137152836974,11.1418625212455,0,4.682709302644926,7.858328961770434,3,0
845,23,Female,Asian,Medium,Bachelor’s,0,3.31,Average,61,2,21,14,55.09669026913043,9,8.768330289463721,0.41812708800537335,8.204937755077808,2,6.802129044188826,7.12628736472519,2,0
846,19,Female,Hispanic,High,Bachelor’s,0,2.28,Average,60,4,52,31,74.67863966344905,5,8.195176047505864,19.030580907525124,3.8494020587284177,0,6.2142937861950465,5.886400486536663,2,0
847,19,Female,Black,Medium,High School,0,3.46,Below Average,51,2,60,17,84.82735321428521,4,6.176193815539554,14.492216482862325,10.066352617438781,1,7.023145183857498,8.295286099698757,4,0
848,19,Female,White,High,Master’s,0,2.61,Average,99,0,119,6,63.55751805886098,2,9.946991591248498,15.998962965847648,14.368688263352219,2,7.852158751252233,6.8344842198433575,2,0
849,28,Male,Asian,Medium,Bachelor’s,0,2.71,Below Average,90,2,100,25,64.83556542643424,1,7.351839435513236,19.618354563576638,11.544554501871186,2,5.127134815929951,8.893422321469746,1,0
850,20,Female,Black,Medium,Bachelor’s,0,3.44,Above Average,51,1,91,37,92.09875127031356,2,2.158367681302489,18.63257406826879,9.060269948627672,0,8.130659492556687,4.429559321070094,4,0
851,19,Male,Other,Low,Master’s,0,2.46,Below Average,83,3,118,28,50.51818611735885,8,8.466440643326782,14.738263972750318,14.859421623987851,2,4.9725723727160895,6.309308604464335,3,0
852,21,Female,Asian,Medium,High School,0,2.61,Above Average,52,4,109,38,81.82353542750485,2,4.1473263637014,13.879741396386386,3.979900010140271,2,9.566343228639369,8.835407583181405,2,0
853,26,Female,Black,Medium,Bachelor’s,0,2.44,Above Average,65,0,72,13,69.69423174708085,2,0.36152660541289183,6.736999938707533,0.9351223186417107,0,7.526717486147943,2.9333265769372114,1,0
854,23,Male,Black,Low,Bachelor’s,0,2.42,Below Average,53,3,58,6,64.91902567807345,0,3.214212778116706,2.0803450359020426,0.4819629917389662,2,1.7114164974606416,5.371672209551688,4,0
855,18,Male,White,Medium,Master’s,0,2.81,Average,72,2,36,34,82.87969161219385,1,7.635512340593853,11.474450967351519,10.660318193381976,2,8.295844713634313,9.646676395558021,1,0
856,25,Male,White,Medium,Bachelor’s,0,3.52,Below Average,99,1,18,26,91.73342608948525,2,9.602062071864733,11.525065901771844,12.45348547101256,1,5.515876608066341,5.26241621345216,4,0
857,29,Male,Other,Medium,High School,0,2.4,Above Average,69,2,48,15,77.91960581643369,1,2.7613641630319385,19.04474570831488,9.5265080622679,1,9.844609579738654,3.2754650067598625,4,0
858,24,Male,Black,Medium,Master’s,0,2.81,Average,74,3,74,21,51.5547310971528,7,2.4651632440971505,8.851416133234187,13.575398961647975,1,7.188190436735273,4.159686148689144,4,0
859,27,Female,Black,Medium,High School,1,3.18,Average,79,0,80,17,73.0700595412788,5,5.636165855983001,13.816152486121368,10.469640710098806,1,0.8439074657019108,8.965757074361019,3,0
860,20,Female,White,Low,Master’s,1,2.17,Average,67,4,99,11,73.13799704469865,6,8.116838996624468,11.499412547934435,5.564319696135308,1,3.9496042761034875,9.593947348907953,4,0
861,18,Female,Asian,Low,PhD,0,2.19,Below Average,91,3,80,20,77.1899247402304,0,7.465256821609466,3.5352045820209854,2.718874374448224,2,5.172754026732665,9.550968784175254,4,0
862,22,Female,Asian,Medium,High School,0,3.83,Above Average,60,0,16,37,83.54794505217761,5,5.599589025628165,11.841286155098334,13.869712178387344,2,8.390136031598018,7.290481527717141,1,0
863,21,Female,Hispanic,Medium,Bachelor’s,0,3.31,Below Average,78,3,81,5,50.96592017671702,1,6.313896816144785,10.802334187256402,1.5539572499621923,1,7.293455343297727,5.586416999421512,4,0
864,27,Female,White,Low,High School,1,2.94,Average,66,1,89,15,75.10063121998752,5,2.42098957326344,9.87811987818711,8.14482605619608,0,3.693600706116389,2.6442004141660767,3,0
865,25,Male,Hispanic,High,Bachelor’s,0,3.12,Average,75,2,76,10,79.41538846902954,2,4.325742650033506,10.268458672969496,4.710118879102675,1,6.53432687502629,2.108989108634181,1,0
866,18,Female,White,Medium,Bachelor’s,0,1.57,Above Average,72,4,118,24,67.1676693208026,6,2.5536562652029993,3.27975943917741,4.071225112795088,2,5.769109078983793,1.5378994687721161,4,1
867,27,Male,Other,Medium,Bachelor’s,0,3.05,Below Average,97,0,19,39,83.41826132952166,2,8.844179748446377,9.269554624613356,9.687522778753445,0,1.2605260895240689,1.1594341855807233,1,0
868,18,Other,Black,Low,Master’s,0,2.77,Average,69,4,80,30,61.408885856458554,8,1.1255450736551575,12.113065436431935,3.4685540608655434,1,2.348586929986005,8.903050498951139,3,0
869,29,Female,Other,Medium,Bachelor’s,0,2.86,Average,94,4,94,16,65.86861665337258,2,6.7974055785637075,9.788983973710788,13.745476601135936,0,3.4112231271431437,8.2817768422301,1,0
870,21,Female,White,Medium,Bachelor’s,1,2.4,Average,51,4,62,34,98.1377673712163,6,2.6028319716502346,9.773723902522946,6.090658636486862,1,1.9548340636350292,6.110392424504237,3,0
871,25,Male,Black,Medium,Master’s,0,1.7,Below Average,73,0,110,32,67.403518543057,3,4.7557740971846645,1.5503541958597156,10.160630200945183,2,1.5013384583002554,9.988509290839426,2,0
872,22,Female,Asian,Medium,PhD,0,1.98,Below Average,80,0,104,31,67.32504436828725,7,2.994127802466328,3.815483040334393,10.916335759928769,1,0.5819777013028704,9.57746864981477,4,0
873,19,Female,Asian,High,High School,0,3.88,Below Average,76,4,96,23,79.78403179115577,1,3.2324531705947166,6.419453855510014,10.244125419379953,0,8.731025656089301,6.8959807364323575,3,0
874,23,Male,Hispanic,Medium,PhD,0,2.52,Average,51,2,66,9,98.548766493003,7,2.6039301361102196,8.386939878518131,13.55100361339535,2,2.8894341796485365,5.181171103362281,4,0
875,22,Male,White,Low,High School,0,2.67,Below Average,63,3,100,9,99.15402229765002,8,7.527929211954386,11.878748877172086,3.4669629540899716,1,2.903206039335662,2.3695364450181664,3,0
876,19,Female,White,Medium,Master’s,0,1.63,Average,53,4,95,31,78.9828981838158,7,3.657158571790471,17.266902090461215,1.2908181702915178,1,2.0622813743015547,5.640344247289171,0,0
877,28,Male,Asian,Medium,High School,0,1.59,Below Average,98,1,112,32,50.054350990246625,5,7.263570177140827,3.183294761773079,0.8319854589757403,1,4.75397371863883,2.4196930559697454,0,0
878,28,Female,Other,Medium,High School,0,3.29,Above Average,62,4,36,30,95.03282753841998,9,4.5606993010401276,0.3017606042138987,13.167662257125373,1,5.142419679223725,4.586061738215701,0,0
879,28,Male,Black,Low,Bachelor’s,0,2.85,Above Average,85,0,63,31,78.5118982288524,0,5.472460421002872,8.984742615518314,14.599305749087732,2,2.0828135862508,9.483832975894758,3,0
880,20,Male,Other,Low,Bachelor’s,0,2.77,Average,84,3,13,25,68.29982041449679,6,5.432874757134874,8.642057948232562,4.53789811807069,2,6.085703378636506,4.077810904020737,4,0
881,26,Female,Other,High,High School,1,2.11,Average,93,1,97,5,91.45975705079692,0,9.758520793435888,11.038024369903447,10.402708853624539,1,7.229999595937491,2.375085462791204,0,0
882,24,Male,Asian,Medium,High School,1,3.36,Below Average,57,3,32,32,69.99162296751025,6,3.670624557109512,16.66443542743001,0.1336917625762335,2,3.7384008596545195,6.241569438125932,4,0
883,24,Female,Asian,High,Bachelor’s,0,1.92,Below Average,51,3,57,19,51.70222531001323,1,2.076840953975976,16.04721101964956,2.8294726517398168,0,5.854516968574387,6.421277567147249,3,0
884,28,Male,Asian,Medium,Master’s,0,1.97,Below Average,55,1,92,21,91.05361115285095,7,9.117919403666022,2.000865688600224,10.339115736924217,2,5.023019051644463,2.7442381822112427,4,0
885,23,Male,Hispanic,Medium,High School,1,2.65,Average,80,4,51,30,77.29297005098812,1,1.7483928931557324,18.679907333533475,0.9883070897284923,0,1.9554839835610216,2.7692792882376422,4,0
886,25,Female,Other,Medium,High School,0,2.22,Average,59,4,12,24,66.9071769112098,2,8.344228458443446,2.208287893488894,7.027650748797367,0,7.300109887745778,9.905948121923442,0,0
887,21,Female,White,High,Bachelor’s,0,2.12,Above Average,93,4,100,29,62.54461881769256,2,1.502148954669258,12.691410170684723,9.938748965609234,2,8.014530278240473,3.189529655759908,1,0
888,25,Female,Black,Medium,High School,1,3.11,Average,70,2,12,17,79.68987297077128,0,6.587243342274062,13.448125871911515,11.48937256958276,1,6.487931155871676,8.543728313052256,2,0
889,21,Female,Hispanic,Medium,Master’s,0,3.13,Average,91,4,37,37,60.402477411255006,4,1.5054081326453606,13.597549744461762,6.807238705865557,2,3.238960277710513,5.232914429913816,3,0
890,25,Female,White,Low,Master’s,0,3.56,Average,59,1,72,29,66.19254432785016,4,9.230858192394294,5.307023433507818,9.454260592445145,0,9.267924944093012,4.914903150214553,3,0
891,26,Male,Other,Medium,Bachelor’s,1,2.54,Average,72,2,90,12,81.82651547069918,9,5.650082826528312,6.606901835299839,8.093634443430918,0,4.553583879951243,3.6546617454737715,3,0
892,20,Male,Asian,Medium,High School,0,1.68,Below Average,52,4,40,9,94.0772225202966,4,3.2927383914008757,10.973537502987938,0.7845865812498165,2,2.658784853850978,7.9644321720309765,2,0
893,20,Female,Other,Low,Bachelor’s,0,2.18,Average,81,2,19,10,76.64451641957994,8,1.403227749635949,3.9917499160019676,11.142070308897697,0,4.082346208219565,8.925947905973993,1,0
894,28,Female,Black,Low,Bachelor’s,0,3.95,Average,69,1,58,27,87.95531991495463,5,3.7119223614599397,0.4062093566670244,2.5854287382806245,2,6.920750919082098,3.3501471540317227,4,0
895,19,Female,Hispanic,Medium,Master’s,0,2.99,Average,59,4,95,34,88.15303018815209,5,7.050200348688117,11.242889090171513,0.47708296850762,2,8.459317856592492,1.8558700241420258,3,0
896,27,Male,Hispanic,Low,Bachelor’s,0,3.27,Above Average,78,0,103,18,83.21769763296933,2,3.8495088392854715,9.305571440240145,6.767518744325584,1,3.565754992828726,2.232275975970489,4,0
